,title,published,date,author_corresponding_institution,journal,citation_count
2360,Characterization of the prion protein binding properties of antisense oligonucleotides,10.3390/biom10010001,2019-11-07,Broad Institute of MIT and Harvard,['Biomolecules'],0
2361,Modulation of RNA condensation by the DEAD-box protein eIF4A,10.1016/j.cell.2019.12.031,2019-11-07,University of Colorado Boulder; Howard Hughes Medical Institute,['Cell'],7
2362,Characterization of a Human Liver NIST Reference Material fit for Proteomics Applications,10.1038/s41597-019-0336-7,2019-11-08,National Institute of Standards and Technology,['Sci Data'],0
2363,Physiological and molecular responses of a newly evolved auxotroph of Chlamydomonas to B12 deprivation,10.1104/pp.19.01375,2019-11-09,University of Cambridge,['Plant Physiol.'],0
2364,Structural insights into interaction mechanisms of alternative piperazine-urea YEATS domain binders in MLLT1,10.1021/acsmedchemlett.9b00460,2019-11-09,Goethe University Frankfurt,['ACS Med. Chem. Lett.'],1
2372,"Purification and molecular characterization of phospholipase, antigen 5 and hyaluronidases from the venom of the Asian hornet (Vespa velutina)",10.1371/journal.pone.0225672,2019-11-12,ALK-ABELLO,['PLoS ONE'],0
2383,Staphylococcus aureus PSMα3 Cross-α Fibril Polymorphism and Determinants of Cytotoxicity,10.1016/j.str.2019.12.006,2019-11-13,Technion - Israel Institute of Technology,['Structure'],2
2391,Allosteric Regulation of Vitamin K2 Biosynthesis in a Human Pathogen,10.1074/jbc.RA119.012158,2019-11-14,University of Canterbury,['J. Biol. Chem.'],1
2392,Vortex fluidics-mediated DNA rescue from formalin-fixed museum specimens,10.1371/journal.pone.0225807,2019-11-14,"University of California, Irvine",['PLoS ONE'],0
2397,An allosteric hot-spot in the tandem-SH2 domain of ZAP-70 regulates T-cell signaling,10.1042/BCJ20190879,2019-11-15,"Indian Institute of Science Education and Research, Kolkata",[],0
2400,Allosteric Regulation of Vitamin K2 Biosynthesis in a Human Pathogen,10.1074/jbc.RA119.012158,2019-11-14,University of Canterbury,['J. Biol. Chem.'],1
2401,Vortex fluidics-mediated DNA rescue from formalin-fixed museum specimens,10.1371/journal.pone.0225807,2019-11-14,"University of California, Irvine",['PLoS ONE'],0
2406,An allosteric hot-spot in the tandem-SH2 domain of ZAP-70 regulates T-cell signaling,10.1042/BCJ20190879,2019-11-15,"Indian Institute of Science Education and Research, Kolkata",[],0
2408,"Expression, Purification, and Functional Reconstitution of 19F-labeled Cytochrome b5 in Peptide Nanodiscs for NMR Studies",10.1016/j.bbamem.2020.183194,2019-11-16,University of Michigan,['Biochimica et Biophysica Acta (BBA) - Biomembranes'],0
2412,Photoproximity profiling of protein-protein interactions in cells,10.1021/jacs.9b06528,2019-11-17,University of Chicago,['J. Am. Chem. Soc.'],2
2417,Identification of hemicatenane-specific binding proteins by fractionation of Hela nuclei extracts,10.1042/BCJ20190855,2019-11-19,Muséum national d'Histoire naturelle,[],0
2425,C-terminal RRM/ACT domain is crucial for fine-tuning the activation of 'long' RelA-SpoT Homolog enzymes by ribosomal complexes,10.3389/fmicb.2020.00277,2019-11-21,Umea University,['Front. Microbiol.'],0
2426,Rapid Quantification of Peptide Oxidation Isomers from Complex Mixtures,10.1021/acs.analchem.9b05268,2019-11-21,University of Mississippi,['Anal. Chem.'],0
2428,A thermophilic phage uses a small terminase protein with a fixed helix-turn-helix geometry,10.1074/jbc.RA119.012224,2019-11-21,University of Massachusetts Medical School,['J. Biol. Chem.'],0
2441,Synthesis and Characterisation of Aqueous Haemoglobin-based Microcapsules Coated by Genipin-Cross-Linked Albumin,10.1080/02652048.2020.1715498,2019-11-25,University Hospital Essen,['Journal of Microencapsulation'],0
2447,hFUT1-based live cell assay to profile α1-2-fucosides enhanced influenza A virus infection,10.1021/acschembio.9b00869,2019-11-25,The Scripps Research Institute,['ACS Chem. Biol.'],0
2450,Extended Recognition of the Histone H3 Tail by Histone Demethylase KDM5A,10.1021/acs.biochem.9b01036,2019-11-25,UCSF,['Biochemistry'],0
2451,RNA extension drives a stepwise displacement of an initiation-factor structural module in initial transcription,10.1073/pnas.1920747117,2019-11-26,"Waksman Institute, Rutgers University",['Proc Natl Acad Sci USA'],0
2453,Gsalpha stimulation of mammalian adenylate cyclases regulated by their hexahelical membrane anchors,10.1016/j.cellsig.2020.109538,2019-11-26,University of Tuebingen School of Pharmacy,['Cellular Signalling'],1
2454,FICD activity and AMPylation remodelling modulate human neurogenesis.,10.1038/s41467-019-14235-6,2019-11-26,"Department of Chemistry, Technical University of Munich, Garching, Germany",['Nat Commun'],0
2455,Pyocin S5 import into Pseudomonas aeruginosa reveals a generic mode of bacteriocin transport,10.1128/mBio.03230-19,2019-11-26,University of Oxford,['mBio'],0
2457,Sterols as dietary markers for Drosophila melanogaster,10.1016/j.bbalip.2020.158683,2019-11-29,MPI of Molecular Cell Biology and Genetics,['Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids'],0
2459,Machine Learning Predicts New Anti-CRISPR Proteins,10.1093/nar/gkaa219,2019-11-29,"Department of Computer and Information Sciences, Pakistan Institute of Engineering and Applied Sciences (PIEAS), PO Nilore, Islamabad, Pakistan; Department of C",[],0
2462,A Compact Quadrupole-Orbitrap Mass Spectrometer with FAIMS Interface Improves Proteome Coverage in Short LC Gradients,10.1074/mcp.TIR119.001906,2019-11-30,University of Copenhagen,['Mol Cell Proteomics'],2
2463,S-nitrosylation affects TRAP1 structure and ATPase activity and modulates cell response to apoptotic stimuli,10.1016/j.bcp.2020.113869,2019-11-30,Danish Cancer Society Research Center,['Biochemical Pharmacology'],0
2471,A complex IRES at the 5'-UTR of a viral mRNA assembles a functional 48S complex via an uAUG intermediate.,10.7554/eLife.54575,2019-12-04,Suny Downstate,[],0
2472,Profiling and structural analysis of cardenolides in two species of Digitalis using liquid chromatography coupled with high-resolution mass spectrometry,10.1016/j.chroma.2020.460903,2019-12-05,"University at Buffalo, State University of New York",['Journal of Chromatography A'],2
2473,Evolution of multifunctionality through a pleiotropic substitution in the innate immune protein S100A9,10.7554/eLife.54100,2019-12-05,University of Oregon,[],0
2474,Cultivation of Exoelectrogenic Bacteria in Conductive DNA Nanocomposite Hydrogels Yields a Programmable Biohybrid Materials System,10.1021/acsami.9b22116,2019-12-05,Karlsruhe Institute of Technology,['ACS Appl. Mater. Interfaces'],0
2482,"The α-synuclein hereditary mutation E46K unlocks a more stable, pathogenic fibril structure",10.1073/pnas.1917914117,2019-12-08,UCLA,['Proc Natl Acad Sci USA'],1
2484,Structural analysis of mycobacterial homoserine transacetylases central to methionine biosynthesis reveals druggable active site,10.1038/s41598-019-56722-2,2019-12-10,University of Kentucky,['Sci Rep'],0
2485,Hat1-Dependent Lysine Acetylation Targets Diverse Cellular Functions,10.1021/acs.jproteome.9b00843,2019-12-10,Ohio State University,['J. Proteome Res.'],0
2486,Detection of active Granzyme A in NK92 cells with fluorescent activity-based probe,10.1021/acs.jmedchem.9b02042,2019-12-10,Wroclaw University of Science and Technology,['J. Med. Chem.'],0
2492,Structure of the processive human Pol δ holoenzyme,10.1038/s41467-020-14898-6,2019-12-11,"Leicester Institute of Structural & Chemical Biology and Department of Molecular & Cell Biology, University of Leicester, Lancaster Rd, Leicester LE1 7HB, UK",['Nat Commun'],1
2494,Geochemical influences on nonenzymatic oligomerization of prebiotically relevant cyclic nucleotides,10.1261/rna.074302.119,2019-12-11,IISER Pune,['RNA'],0
2495,"The ""adductome"": a limited repertoire of adducted proteins in human cells",10.1016/j.dnarep.2020.102825,2019-12-11,University of Washington,['DNA Repair'],1
2517,Fast and highly efficient affinity enrichment of Azide-A-DSBSO cross-linked peptides.,10.1021/acs.jproteome.0c00003,2019-12-18,IMP and IMBA,['J. Proteome Res.'],0
2536,A novel G protein-biased and subtype selective agonist for a G protein-coupled receptor discovered from screening herbal extracts,10.1021/acscentsci.9b01125,2019-12-23,"iHuman Institute, ShanghaiTech University, 201210 Shanghai, China; School of Life Science and Technology, ShanghaiTech University, 201210 Shanghai, China",['ACS Cent. Sci.'],1
2543,Synthesis and Characterisation of Aqueous Haemoglobin-based Microcapsules Coated by Genipin-Cross-Linked Albumin,10.1080/02652048.2020.1715498,2019-12-27,University Hospital Essen,['Journal of Microencapsulation'],0
2554,"CAP-MAP: Cap Analysis Protocol with Minimal Analyte Processing, a rapid and sensitive approach to analysing mRNA cap structures",10.1098/rsob.190306,2019-12-30,University of Dundee,['Open Biol.'],0
2556,Targeting the Pregnane X Receptor Using Microbial Metabolite Mimicry,10.15252/emmm.201911621,2019-12-30,Albert Einstein College of Medicine,['EMBO Mol Med'],2
2562,Interference of pH buffer with Pb2+-peripheral domain interactions: obstacle or opportunity?,10.1039/D0MT00002G,2020-01-02,Texas A&M University,['Metallomics'],0
2570,Targeting the Pregnane X Receptor Using Microbial Metabolite Mimicry,10.15252/emmm.201911621,2020-01-03,Albert Einstein College of Medicine,['EMBO Mol Med'],2
2576,Monitoring the production of high diffraction-quality crystals of two enzymes in real time using in situ dynamic light scattering,10.3390/cryst10020065,2020-01-06,"ARN - IBMC - CNRS, Strasbourg",['Crystals'],0
2587,Lysine Acetylation Reshapes The Downstream Signaling Landscape Of Vav1 In Lymphocytes,10.3390/cells9030609,2020-01-08,Centro de Investigacion del Cancer (CSIC-Univ. Salamanca),['Cells'],0
2602,Nanoscale Structure Determination of Murray Valley Encephalitis and Powassan Virus Non-coding RNAs,10.3390/v12020190,2020-01-10,University of Lethbridge,['Viruses'],0
2606,Crosslinking-guided geometry of a complete CXC receptor-chemokine complex and the basis of chemokine subfamily selectivity,10.1371/journal.pbio.3000656,2020-01-11,UC San Diego,['PLoS Biol'],0
2611,Essential Metabolic Routes as a Way to ESKAPE from Antibiotic Resistance,10.3389/fpubh.2020.00026,2020-01-13,"Sao Carlos Institute of Physics, University of Sao Paulo",['Front. Public Health'],0
2618,An Oncometabolite Isomer Rapidly Induces A Pathophysiological Protein Modification,10.1021/acschembio.0c00044,2020-01-14,"Chemical Biology Laboratory, National Cancer Institute",['ACS Chem. Biol.'],0
2620,Minimally disruptive optical control of protein tyrosine phosphatase 1B,10.1038/s41467-020-14567-8,2020-01-14,"University of Colorado, Boulder",['Nat Commun'],0
2621,A binary arginine methylation switch on histone H3 Arginine 2 regulates its interaction with WDR5,10.1021/acs.biochem.0c00035,2020-01-14,Albert Einstein College of Medicine,['Biochemistry'],0
2623,Crystal structure of NirF: Insights into its role in heme d1 biosynthesis,10.1111/febs.15323,2020-01-14,Helmholtz Centre for Infection Research,['FEBS J'],0
2636,Cotranslational Folding Stimulates Programmed Ribosomal Frameshifting in the Alphavirus Structural Polyprotein,10.1074/jbc.RA120.012706,2020-01-16,"Department of Chemistry, Indiana University, Bloomington, IN USA 47405",['J. Biol. Chem.'],0
2637,Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin.,10.1016/j.jsb.2020.107450,2020-01-16,University of Yamanashi,['Journal of Structural Biology'],0
2641,A novel G protein-biased and subtype selective agonist for a G protein-coupled receptor discovered from screening herbal extracts,10.1021/acscentsci.9b01125,2020-01-17,"iHuman Institute, ShanghaiTech University, 201210 Shanghai, China; School of Life Science and Technology, ShanghaiTech University, 201210 Shanghai, China",['ACS Cent. Sci.'],1
2643,A general in vitro assay to study enzymatic activities of the ubiquitin system,10.1021/acs.biochem.9b00602,2020-01-17,University of Cambridge,['Biochemistry'],0
2654,Rats Sniff Off Toxic Air,10.1021/acs.est.9b07592,2020-01-20,Peking University,['Environ. Sci. Technol.'],0
2660,Glycoproteomic measurement of site-specific polysialylation,10.1016/j.ab.2020.113625,2020-01-21,The University of Queensland,['Analytical Biochemistry'],0
2664,Production and Purification of Endogenously Modified tRNA-Derived Small RNAs,10.1080/15476286.2020.1733798,2020-01-21,Medical University of Vienna,['RNA Biology'],0
2672,Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin.,10.1016/j.jsb.2020.107450,2020-01-23,University of Yamanashi,['Journal of Structural Biology'],0
2674,A Highly Selective Chemical Probe for Activin Receptor-like Kinases ALK4 and ALK5,10.1021/acschembio.0c00076,2020-01-23,Goethe-University Frankfurt,['ACS Chem. Biol.'],0
2676,The C-terminal RRM/ACT domain is crucial for fine-tuning the activation of 'long' RelA-SpoT Homolog enzymes by ribosomal complexes,10.3389/fmicb.2020.00277,2020-01-23,Umea University,['Front. Microbiol.'],0
2685,Skp1 Dimerization Conceals its F-box Protein Binding Site,10.1021/acs.biochem.0c00094,2020-01-26,University of Georgia,['Biochemistry'],0
2690,Glycopeptide variable window SWATH for improved Data Independent Acquisition glycoproteomics,10.1016/j.ab.2020.113667,2020-01-28,The University of Queensland,['Analytical Biochemistry'],0
2693,Complete Reconstitution and Deorphanization of the 3 MDa NOCAP (NOCardiosis-Associated Polyketide) Synthase,10.1021/jacs.0c00904,2020-01-29,Stanford University,['J. Am. Chem. Soc.'],0
2694,Responsive fluorophore aggregation provides spectral contrast for fluorescence lifetime imaging,10.1002/cbic.202000056,2020-01-29,University of Florida,['ChemBioChem'],0
2698,Structural basis for the increased processivity of D-family DNA polymerases in complex with PCNA,10.1038/s41467-020-15392-9,2020-01-30,"Unit of Structural Dynamics of Macromolecules, Institut Pasteur & CNRS UMR 3528, Paris (France)",['Nat Commun'],0
2708,Rats Sniff Off Toxic Air,10.1021/acs.est.9b07592,2020-02-01,Peking University,['Environ. Sci. Technol.'],0
2733,Fluorescence-Detected Conformational Changes in Duplex DNA in Open Complex Formation by E. coli RNA Polymerase: Upstream Wrapping and Downstream Bending Precede Clamp Opening and Insertion of the Downstream Duplex,10.1021/acs.biochem.0c00098,2020-02-04,University of Wisconsin-Madison,['Biochemistry'],0
2741,Comparative analysis of CPI-motif regulation of biochemical functions of actin capping protein,10.1021/acs.biochem.0c00092,2020-02-07,Washington University,['Biochemistry'],0
2743,Consensus mutagenesis and ancestral reconstruction provide insight into the substrate specificity and evolution of the front-end Δ6-desaturase family,10.1021/acs.biochem.0c00110,2020-02-07,Australian National University,['Biochemistry'],0
2745,The acetyltransferase Eco1 elicits cohesin dimerization during S phase,10.1074/jbc.RA120.013102,2020-02-07,China Agricultural University,['J. Biol. Chem.'],0
2781,Structural basis of substrate recognition and catalysis by fucosyltransferase 8,10.1074/jbc.RA120.013291,2020-02-15,The Walter and Eliza Hall Institute of Medical Research,['J. Biol. Chem.'],0
