,title,published
4028,Elucidating the Influence of Linker Histone Variants on Chromatosome Dynamics and Energetics,10.1093/nar/gkaa121
4029,Stability of Two-quartet G-quadruplexes and Their Dimers in Atomistic Simulations,10.1021/acs.jctc.9b01068
4031,Coupling of conformational switches in calcium sensor unraveled with local Markov models and transfer entropy,10.1021/acs.jctc.0c00043
4033,Quasi-periodic migration of single cells on short microlanes,10.1371/journal.pone.0230679
4034,The glue produced by Drosophila melanogaster for pupa adhesion is universal,10.1242/jeb.220608
4041,Widefield light sheet microscopy using an Airy beam combined with deep-learning super-resolution,10.1364/OSAC.391644
4068,The within-host viral kinetics of SARS-CoV-2,10.3934/mbe.2020159
4095,Kinetic control of stationary flux ratios for a wide range of biochemical processes,10.1073/pnas.1920873117
4097,Lipid membrane templated misfolding and self-assembly of intrinsically disordered tau protein,10.1016/j.bpj.2017.11.3768
4109,The within-host viral kinetics of SARS-CoV-2,10.3934/mbe.2020159
4110,Pioneer transcription factors in chromatin remodeling: the kinetic proofreading view,10.1103/PhysRevE.101.040401
4130,Effect of thermal and high-pressure processing on the thermo-rheological and functional properties of common bean (Phaseolus vulgaris L.) flours,10.1016/j.lwt.2020.109325
4155,High photon count rates improve the quality of super-resolution fluorescence fluctuation spectroscopy,10.1088/1361-6463/ab6cca
4156,Structures of a P4-ATPase lipid flippase in lipid bilayers,10.1007/s13238-020-00712-y
4163,Dynamic crosslinking of the actin cytoskeleton governs the cytoplasm's transition to fluid-like behavior,10.1016/j.bpj.2019.11.1603
4226,"Comparative effects of oncogenic mutations G12C, G12V, G13D, and Q61H on local conformations and dynamics of K-Ras",10.1016/j.csbj.2020.04.003
4237,"Accelerating Monte Carlo modeling of structured-light based diffuse optical imaging via ""photon sharing""",10.1364/OL.390618
4241,Directed manipulation of membrane proteins by fluorescent magnetic nanoparticles,10.1016/j.bpj.2019.11.1764
4252,Chromosome organization by one-sided and two-sided loop extrusion,10.7554/eLife.53558
4255,Membrane Proteins Have Distinct Fast Internal Motion and Residual Conformational Entropy,10.1002/anie.202003527
4260,Widefield light sheet microscopy using an Airy beam combined with deep-learning super-resolution,10.1364/OSAC.391644
4287,Proposed pathway for kinesin backstepping,10.1016/j.bpj.2019.11.2413
4348,Pitching single focus confocal data analysis one photon at a time with Bayesian nonparametrics,10.1103/PhysRevX.10.011021
4433,From deep TLS validation to ensembles of atomic models built from elemental motions,10.1107/S1399004715011426
4434,Predicting X-ray Diffuse Scattering from Translation Libration Screw Structural Ensembles,10.1107/S1399004715007415
4435,A population density and moment-based approach to modeling domain Ca-mediated inactivation of L-type Ca channels,10.1007/s10441-015-9271-y
4437,Side-chain-directed model and map validation for 3D Electron Cryomicroscopy,10.1038/nmeth.3541
4438,"Low cost, high performance processing of single particle cryo-electron microscopy data in the cloud",10.7554/eLife.06664
4439,Mapping the Conformational Landscape of a Dynamic Enzyme by XFEL and Multitemperature Crystallography,10.7554/eLife.07574
4440,Mapping the Conformational Landscape of a Dynamic Enzyme by XFEL and Multitemperature Crystallography,10.7554/eLife.07574
4442,A Novel Mechanism for Color Vision: Pupil Shape and Chromatic Aberration Can Provide Spectral Discrimination for Color Blind Organisms.,10.1073/pnas.1524578113
4443,A Novel Mechanism for Color Vision: Pupil Shape and Chromatic Aberration Can Provide Spectral Discrimination for Color Blind Organisms.,10.1073/pnas.1524578113
4444,A Novel Mechanism for Color Vision: Pupil Shape and Chromatic Aberration Can Provide Spectral Discrimination for Color Blind Organisms.,10.1073/pnas.1524578113
4445,A Novel Mechanism for Color Vision: Pupil Shape and Chromatic Aberration Can Provide Spectral Discrimination for Color Blind Organisms.,10.1073/pnas.1524578113
4446,A Novel Mechanism for Color Vision: Pupil Shape and Chromatic Aberration Can Provide Spectral Discrimination for Color Blind Organisms.,10.1073/pnas.1524578113
4448,Exposing hidden alternative backbone conformations in X-ray crystallography using qFit,10.1371/journal.pcbi.1004507
4449,Obstructions in Vascular Networks. Critical vs Non-critical Topological Sites for Blood Supply,10.1371/journal.pone.0128111
4451,The case for absolute ligand discrimination : modeling information processing and decision by immune T cells,10.1007/s10955-015-1444-1
4452,CTFFIND4: Fast and accurate defocus estimation from electron micrographs,10.1016/j.jsb.2015.08.008
4453,CTFFIND4: Fast and accurate defocus estimation from electron micrographs,10.1016/j.jsb.2015.08.008
4454,A simple method for automated equilibration detection in molecular simulations,10.1021/acs.jctc.5b00784
4455,A simple method for automated equilibration detection in molecular simulations,10.1021/acs.jctc.5b00784
4456,A simple method for automated equilibration detection in molecular simulations,10.1021/acs.jctc.5b00784
4457,A simple method for automated equilibration detection in molecular simulations,10.1021/acs.jctc.5b00784
4458,A simple method for automated equilibration detection in molecular simulations,10.1021/acs.jctc.5b00784
4460,Thermal motion of DNA in an MspA pore,10.1016/j.bpj.2015.08.019
4461,Gctf: real-time CTF determination and correction,10.1016/j.jsb.2015.11.003
4462,Gctf: real-time CTF determination and correction,10.1016/j.jsb.2015.11.003
4463,Modeling the overproduction of ribosomes when antibacterial drugs act on cells,10.1016/j.bpj.2015.12.016
4464,Modeling the overproduction of ribosomes when antibacterial drugs act on cells,10.1016/j.bpj.2015.12.016
4465,Super-resolution imaging reveals structurally distinct periodic patterns of chromatin along pachytene chromosomes,10.1073/pnas.1516928112
4466,Cell-cell communication enhances the capacity of cell ensembles to sense shallow gradients during morphogenesis,10.1073/pnas.1516503113
4467,Exact solutions of coupled multispecies linear reaction-diffusion equations on a uniformly growing domain,10.1371/journal.pone.0138894
4468,Photon-HDF5: an open file format for single-molecule fluorescence experiments using photon-counting detectors,10.1016/j.bpj.2015.11.013
4469,Photon-HDF5: an open file format for single-molecule fluorescence experiments using photon-counting detectors,10.1016/j.bpj.2015.11.013
4470,Photon-HDF5: an open file format for single-molecule fluorescence experiments using photon-counting detectors,10.1016/j.bpj.2015.11.013
4471,Photon-HDF5: an open file format for single-molecule fluorescence experiments using photon-counting detectors,10.1016/j.bpj.2015.11.013
4472,Tyrosination of α-Tubulin Controls The Initiation of Processive Dynein-Dynactin Motility,10.15252/embj.201593071
4473,Extracellular Forces Cause the Nucleus to Deform in a Highly Controlled Anisotropic Manner,10.1038/srep21300
4474,Extracellular Forces Cause the Nucleus to Deform in a Highly Controlled Anisotropic Manner,10.1038/srep21300
4475,Molecular stripping in the NFκB/IκB/DNA genetic regulatory network,10.1073/pnas.1520483112
4476,Molecular Simulation of Nonfacilitated Membrane Permeation,10.1016/j.bbamem.2015.12.014
4477,Molecular Simulation of Nonfacilitated Membrane Permeation,10.1016/j.bbamem.2015.12.014
4479,On characterizing membrane protein clusters with model-free spatial correlation approaches,10.1038/srep31164
4480,On characterizing membrane protein clusters with model-free spatial correlation approaches,10.1038/srep31164
4482,Shape Transitions and Chiral Symmetry Breaking in the Energy Landscape of the Mitotic Chromosome,10.1103/PhysRevLett.116.248101
4485,Unraveling the mechanism of proton translocation in the extracellular half-channel of bacteriorhodopsin,10.1002/prot.25013
4486,Unraveling the mechanism of proton translocation in the extracellular half-channel of bacteriorhodopsin,10.1002/prot.25013
4487,Unraveling the mechanism of proton translocation in the extracellular half-channel of bacteriorhodopsin,10.1002/prot.25013
4488,Measuring and modeling diffuse scattering in protein X-ray crystallography,10.1073/pnas.1524048113
4489,Measuring and modeling diffuse scattering in protein X-ray crystallography,10.1073/pnas.1524048113
4491,Measuring the sequence-affinity landscape of antibodies with massively parallel titration curves,10.7554/eLife.23156
4493,Folding PDZ2 domain using the Molecular Transfer Model,10.1021/acs.jpcb.6b00327
4494,Predictive multi-scale computational environment for studying epithelial dynamics,10.1371/journal.pcbi.1005533
4495,How do metal ions direct ribozyme folding?,10.1038/nchem.2330
4496,On the Importance of Hydrodynamic Interactions in the Stepping Kinetics of Kinesin,10.1021/acs.jpcb.5b11153
4497,Compaction and segregation of sister chromatids via active loop extrusion,10.7554/eLife.14864
4498,Compaction and segregation of sister chromatids via active loop extrusion,10.7554/eLife.14864
4501,FRETBursts: An Open Source Toolkit for Analysis of Freely-Diffusing Single-Molecule FRET,10.1371/journal.pone.0160716
4502,FRETBursts: An Open Source Toolkit for Analysis of Freely-Diffusing Single-Molecule FRET,10.1371/journal.pone.0160716
4503,FRETBursts: An Open Source Toolkit for Analysis of Freely-Diffusing Single-Molecule FRET,10.1371/journal.pone.0160716
4504,FRETBursts: An Open Source Toolkit for Analysis of Freely-Diffusing Single-Molecule FRET,10.1371/journal.pone.0160716
4505,FRETBursts: An Open Source Toolkit for Analysis of Freely-Diffusing Single-Molecule FRET,10.1371/journal.pone.0160716
4507,Multiscale simulations reveal key features of the proton pumping mechanism in cytochrome c oxidase,10.1073/pnas.1601982113
4508,Multiscale simulations reveal key features of the proton pumping mechanism in cytochrome c oxidase,10.1073/pnas.1601982113
4509,Multiscale simulations reveal key features of the proton pumping mechanism in cytochrome c oxidase,10.1073/pnas.1601982113
4510,"Structure, inhibition and regulation of two-pore channel TPC1 from Arabidopsis thaliana",10.1038/nature17194
4512,Exact length distribution of filamentous structures assembled from a finite pool of subunits,10.1021/acs.jpcb.6b02242
4513,Exact length distribution of filamentous structures assembled from a finite pool of subunits,10.1021/acs.jpcb.6b02242
4515,Structural basis for acyl group discrimination by human Gcn5L2,10.1107/S2059798316007907
4517,Connecting the sequence-space of bacterial signaling proteins to phenotypes using coevolutionary landscapes,10.1093/molbev/msw188
4518,Connecting the sequence-space of bacterial signaling proteins to phenotypes using coevolutionary landscapes,10.1093/molbev/msw188
4519,Connecting the sequence-space of bacterial signaling proteins to phenotypes using coevolutionary landscapes,10.1093/molbev/msw188
4520,Self-assembly Controls Self-cleavage of HHR from ASBVd(-): a Combined SANS and Modeling Study.,10.1038/srep30287
4523,Crossover in the dynamics of cell wall growth controls bacterial division times,10.1038/nmicrobiol.2017.116
4524,Fluorescence resonance energy transfer and protein-induced fluorescence enhancement as synergetic multi-scale molecular rulers,10.1038/srep33257
4525,Fluorescence resonance energy transfer and protein-induced fluorescence enhancement as synergetic multi-scale molecular rulers,10.1038/srep33257
4526,Fluorescence resonance energy transfer and protein-induced fluorescence enhancement as synergetic multi-scale molecular rulers,10.1038/srep33257
4528,Real-time observation of DNA recognition and rejection by the RNA-guided endonuclease Cas9,10.1038/ncomms12778
4529,A Transferable Model For Chromosome Architecture,10.1073/pnas.1613607113
4530,Salt Effects on the Thermodynamics of a Frameshifting RNA Pseudoknot under Tension,10.1016/j.jmb.2016.06.002
4531,Salt Effects on the Thermodynamics of a Frameshifting RNA Pseudoknot under Tension,10.1016/j.jmb.2016.06.002
4532,Contact statistics highlight distinct organizing principles of proteins and RNA,10.1016/j.bpj.2016.04.020
4533,Discrete step sizes of molecular motors lead to bimodal non-Gaussian velocity distributions under force,10.1103/PhysRevLett.117.078101
4534,Noise Control In Gene Regulatory Networks With Negative Feedback,10.1021/acs.jpcb.6b02093
4535,A data acquisition and analysis pipeline for scanning angle interference microscopy,10.1038/nmeth.4030
4536,Membrane tension is a key determinant of bud morphology in clathrin-mediated endocytosis,10.1073/pnas.1617705114
4537,Use of multiple picosecond high-mass molecular dynamics simulations to predict crystallographic B-factors of folded globular proteins,10.1016/j.heliyon.2016.e00161
4538,Use of multiple picosecond high-mass molecular dynamics simulations to predict crystallographic B-factors of folded globular proteins,10.1016/j.heliyon.2016.e00161
4539,Use of multiple picosecond high-mass molecular dynamics simulations to predict crystallographic B-factors of folded globular proteins,10.1016/j.heliyon.2016.e00161
4541,Measuring Mechanodynamics using an Unsupported Epithelial Monolayer Grown at an Air-Water Interface,10.1091/mbc.E16-05-0300
