,title,published,date,author_corresponding_institution,journal,citation_count
3560,Affinity of rhodopsin to raft enables the aligned oligomer formation from dimers: Coarse-grained molecular dynamics simulation of disk membranes,10.1371/journal.pone.0226123,2019-11-21,Hiroshima University,['PLoS ONE'],0
3570,Emergence of collective oscillations in adaptive cells,10.1038/s41467-019-13573-9,2019-11-24,Beijing Computational Science Research Center,['Nat Commun'],0
3575,Nanoscale mapping of chromatin dynamics in living cells,10.1186/s13059-020-02002-6,2019-11-25,"LBME/CBI-CNRS, University of Toulouse",['Genome Biol'],0
3582,Transversal otolithic membrane deflections evoked by the linear accelerations,10.5539/ijb.v12n1p46,2019-11-26,Jewish Rehabilitation Hospital,['IJB'],0
3583,Understanding the paradoxical mechanical response of in-phase A-tracts at different force regimes,10.1093/nar/gkaa225,2019-11-26,National Center of Biotechnology (Spanish National Research Council),[],0
3584,Kinesin-2 from C. reinhardtii is an atypically fast and auto-inhibited motor that is activated by heterotrimerization for intraflagellar transport,10.1016/j.cub.2020.01.046,2019-11-26,"Physics Department E22, Technical University of Munich, Garching, Germany.",['Current Biology'],1
3585,Mechano-calcium and mechano-electric feedbacks in the human cardiomyocyte analyzed in a mathematical model,10.1186/s12576-020-00741-6,2019-11-26,"Institute of Immunology and Physiology of the Ural Branch of the Russian Academy of Sciences, Ekaterinburg, Russia; Ural Federal University, Ekaterinburg, Russi",['J Physiol Sci'],0
3591,Structure and assembly of calcium homeostasis modulator proteins,10.1038/s41594-019-0369-9,2019-11-27,Cold Spring Harbor Laboratory,['Nat Struct Mol Biol'],4
3593,Kinetic control of stationary flux ratios for a wide range of biochemical processes,10.1073/pnas.1920873117,2019-11-28,Rice University,['Proc Natl Acad Sci USA'],0
3601,Verifying molecular clusters by 2-color localization microscopy and significance testing,10.1038/s41598-020-60976-6,2019-11-29,TU Wien,['Sci Rep'],0
3603,Dynamical model of the CLC-2 ion channel reveals conformational changes associated with selectivity-filter gating,10.1371/journal.pcbi.1007530,2019-12-01,Stanford University,['PLoS Comput Biol'],0
3605,β-cells operate collectively to help maintain glucose homeostasis,10.1016/j.bpj.2020.04.005,2019-12-01,"Center for Physiology and Pharmacology, Medical University of Vienna, 1090 Vienna, Austria",['Biophysical Journal'],0
3607,Correction of missing-wedge artifacts in filamentous tomograms by template-based constrained deconvolution,10.1021/acs.jcim.9b01111,2019-12-02,Old Dominion University,['J. Chem. Inf. Model.'],0
3608,Octanol-water partition coefficient measurements for the SAMPL6 Blind Prediction Challenge,10.1007/s10822-019-00271-3,2019-12-02,Memorial Sloan Kettering Cancer Center,['J Comput Aided Mol Des'],13
3609,Live analysis and reconstruction of single-particle cryo-electron microscopy data with CryoFLARE,10.1021/acs.jcim.9b01102,2019-12-02,Friedrich Miescher Institute for Biomedical Research,['J. Chem. Inf. Model.'],0
3615,Processing of the SARS-CoV pp1a/ab nsp7-10 region,10.1042/BCJ20200029,2019-12-03,"Heinrich Pette Institute, Leibniz Institute for Experimental Virology; European XFEL GmbH",[],3
3619,Quantifying the heterogeneity of macromolecular machines by mass photometry,10.1038/s41467-020-15642-w,2019-12-04,University of Oxford,['Nat Commun'],0
3620,Polynuclear ruthenium amines inhibit K2P channels via a 'finger in the dam' mechanism,10.1016/j.chembiol.2020.01.011,2019-12-04,University of California San Francisco,['Cell Chemical Biology'],0
3621,Processing of the SARS-CoV pp1a/ab nsp7-10 region,10.1042/BCJ20200029,2019-12-04,"Heinrich Pette Institute, Leibniz Institute for Experimental Virology; European XFEL GmbH",[],3
3622,Processing of the SARS-CoV pp1a/ab nsp7-10 region,10.1042/BCJ20200029,2019-12-04,"Heinrich Pette Institute, Leibniz Institute for Experimental Virology; European XFEL GmbH",[],3
3623,Model for disordered proteins with strongly sequence-dependent liquid phase behavior,10.1063/1.5141095,2019-12-05,Princeton University,['J. Chem. Phys.'],2
3631,Comparing current noise in biological and solid-state nanopores,10.1021/acsnano.9b09353,2019-12-05,Kavli Institute of Nanoscience Delft,['ACS Nano'],1
3641,Comparing current noise in biological and solid-state nanopores,10.1021/acsnano.9b09353,2019-12-06,Kavli Institute of Nanoscience Delft,['ACS Nano'],1
3644,Molecular insights from conformational ensembles via Machine Learning,10.1016/j.bpj.2019.12.016,2019-12-08,KTH,['Biophysical Journal'],2
3646,A processive rotary mechanism couples substrate unfolding and proteolysis in the ClpXP degradation machinery,10.7554/eLife.52158,2019-12-08,University of Toronto,[],8
3651,Cell motion-coordinated fibrillar assembly of soluble collagen I to promote MDCK cell branching formation,10.1016/j.bbrc.2020.01.019,2019-12-09,"Institute of Biomedical Engineering and Health Sciences, College of Pharmaceutical Engineering and Life Science, Changzhou University",['Biochemical and Biophysical Research Communications'],0
3654,Dimerization of human drebrin-like protein governs its biological activity,10.1021/acs.biochem.9b01095,2019-12-09,"Georg-August-University, III. Institute of Physics, Biophysics",['Biochemistry'],0
3655,Cell motion-coordinated fibrillar assembly of soluble collagen I to promote MDCK cell branching formation,10.1016/j.bbrc.2020.01.019,2019-12-10,"Institute of Biomedical Engineering and Health Sciences, College of Pharmaceutical Engineering and Life Science, Changzhou University",['Biochemical and Biophysical Research Communications'],0
3659,Repeated exposure to nanosecond high power pulsed microwaves increases cancer incidence in rat,10.1371/journal.pone.0226858,2019-12-10,Institut National de l'Environnement Industriel et des Risques,['PLoS ONE'],0
3661,Two forms of Opa1 cooperate to complete fusion of the mitochondrial inner-membrane,10.7554/eLife.50973,2019-12-11,Massachusetts General Hospital & Harvard Medical School,[],0
3667,An allosteric switch regulates Mycobacterium tuberculosis ClpP1P2 protease function as established by cryo-EM and methyl-TROSY NMR,10.1073/pnas.1921630117,2019-12-12,University of Toronto,['Proc Natl Acad Sci USA'],0
3668,Molecular Investigations into the Unfoldase Action of Severing Enzymes on Microtubules,10.1002/cm.21606,2019-12-12,University of Cincinnati,['Cytoskeleton'],0
3669,Quantitative method for estimating stain density in electron microscopy of conventionally prepared biological specimens,10.1111/jmi.12865,2019-12-12,National Institutes of Health,['Journal of Microscopy'],0
3680,"SAXS Curves of Detergent Micelles: Effects of Asymmetry, Shape Fluctuations, Disorder, and Atomic Details",10.1021/acs.jpclett.9b03154,2019-12-16,Saarland University,['J. Phys. Chem. Lett.'],0
3690,An Open Source Mesh Generation Platform for Biophysical Modeling Using Realistic Cellular Geometries,10.1016/j.bpj.2019.11.3400,2019-12-17,University of California San Diego,['Biophysical Journal'],0
3692,Geometric cues stabilise long-axis polarisation of PAR protein patterns in C. elegans,10.1038/s41467-020-14317-w,2019-12-17,"Arnold Sommerfeld Center for Theoretical Physics (ASC),  Ludwig-Maximilians-Universitaet Muenchen",['Nat Commun'],0
3698,Enhancing generating and collecting efficiency of single particle upconverting luminescence at low-level power excitation,10.1515/nanoph-2019-0526,2019-12-18,Cornell University,[],0
3699,Geometric cues stabilise long-axis polarisation of PAR protein patterns in C. elegans,10.1038/s41467-020-14317-w,2019-12-18,"Arnold Sommerfeld Center for Theoretical Physics (ASC),  Ludwig-Maximilians-Universitaet Muenchen",['Nat Commun'],0
3701,Mechano-calcium and mechano-electric feedbacks in the human cardiomyocyte analyzed in a mathematical model,10.1186/s12576-020-00741-6,2019-12-19,"Institute of Immunology and Physiology of the Ural Branch of the Russian Academy of Sciences, Ekaterinburg, Russia; Ural Federal University, Ekaterinburg, Russi",['J Physiol Sci'],0
3710,Target membrane cholesterol modulates single influenza virus membrane fusion efficiency but not rate,10.1016/j.bpj.2020.03.021,2019-12-19,Stanford University,['Biophysical Journal'],0
3713,The glue produced by Drosophila melanogaster for pupa adhesion is universal,10.1242/jeb.220608,2019-12-19,"Institut Jacques Monod, CNRS, Univ. de Paris, 75013 Paris, France",['J Exp Biol'],0
3720,Coarse-Grained Modeling of DNA Plectoneme Formation in the Presence of Base-Pair Mismatches,10.1016/j.bpj.2019.11.1312,2019-12-21,National Institutes of Health,['Biophysical Journal'],0
3721,High-throughput cryo-EM enabled by user-free preprocessing routines,10.1016/j.str.2020.03.008,2019-12-21,University of Michigan,['Structure'],0
3725,Elucidating the Influence of Linker Histone Variants on Chromatosome Dynamics and Energetics,10.1093/nar/gkaa121,2019-12-22,Illinois Institute of Technology,[],0
3738,Exploring the Conformational Transition Between the Fully Folded and Locally Unfolded Substates of the Escherichia coli Thiol Peroxidase,10.1039/D0CP00140F,2019-12-28,Universidad Nacional de Quilmes,['Phys. Chem. Chem. Phys.'],0
3739,z-STED imaging and spectroscopy to investigate nanoscale membrane structure and dynamics,10.1016/j.bpj.2020.04.006,2019-12-28,University of Oxford,['Biophysical Journal'],0
3757,VIPR: Vectorial Implementation of Phase Retrieval for fast and accurate microscopic pixel-wise pupil estimation,10.1364/OE.388248,2020-01-02,"Technion, Israel Institute of Technology",['Opt. Express'],0
3760,The SAMPL6 SAMPLing challenge: Assessing the reliability and efficiency of binding free energy calculations,10.1007/s10822-020-00290-5,2020-01-03,"Computational and Systems Biology Program, Sloan Kettering Institute, Memorial Sloan Kettering Cancer Center, New York, NY 10065",['J Comput Aided Mol Des'],0
3768,Cryo-EM structures of the ATP release channel pannexin 1,10.1038/s41594-020-0401-0,2020-01-06,Washington University School of Medicine,['Nat Struct Mol Biol'],0
3799,Dynamics of oligomer populations formed during the aggregation of Alzheimer's Aβ42 peptide,10.1038/s41557-020-0452-1,2020-01-11,University of Cambridge,['Nat. Chem.'],0
3800,Live cell single molecule tracking and localization microscopy of bioorthogonally labeled plasma membrane proteins,10.1039/C9NR08594G,2020-01-12,Ben Gurion University of the Negev,['Nanoscale'],0
3803,Retrospective Ensemble Docking of Allosteric Modulators in an Adenosine G-Protein-Coupled Receptor,10.1016/j.bbagen.2020.129615,2020-01-13,University of Kansas,['Biochimica et Biophysica Acta (BBA) - General Subjects'],0
3819,Temperature controlled high-throughput magnetic tweezers show striking difference in activation energies of replicating viral RNA-dependent RNA polymerases.,10.1093/nar/gkaa233,2020-01-15,Friedrich-Alexander-University Erlangen-Nuremberg (FAU),[],0
3822,Harnessing intrinsic fluorescence for typing of secondary structures of DNA,10.1093/nar/gkaa257,2020-01-15,"Institut Curie, Research Center",[],0
3825,RNA-dependent structures of the RNA-binding loop in the flavivirus NS3 helicase,10.1021/acs.jpcb.0c00457,2020-01-15,Oklahoma State University,['J. Phys. Chem. B'],0
3827,Stretching DNA to twice the normal length with single-molecule hydrodynamic trapping,10.1039/C9LC01028A,2020-01-15,"Harvard Medical School, Boston Children's Hospital, and Harvard University",['Lab Chip'],0
3830,Impact of nanoscale hindrances on the relationship between lipid packing and diffusion in model membranes,10.1021/acs.jpcb.0c00445,2020-01-16,University of Oxford,['J. Phys. Chem. B'],0
3831,C subunit of the ATP synthase is an amyloidogenic channel-forming peptide: possible implications in mitochondrial pathogenesis,10.1016/j.bpj.2019.11.2487,2020-01-16,New York University,['Biophysical Journal'],0
3845,Quantitative method for estimating stain density in electron microscopy of conventionally prepared biological specimens,10.1111/jmi.12865,2020-01-20,National Institutes of Health,['Journal of Microscopy'],0
3846,Creating supported plasma membrane bilayers using acoustic pressure,10.3390/membranes10020030,2020-01-20,University of Oxford,['Membranes'],0
3853,Assessing the accuracy of octanol-water partition coefficient predictions in the SAMPL6 Part II log P Challenge,10.1007/s10822-020-00295-0,2020-01-21,"Tri-Institutional PhD Program in Chemical Biology, Weill Cornell Graduate School of Medical Sciences, Cornell University, New York, NY 10065, United States",['J Comput Aided Mol Des'],1
3854,Mechanism and site of action of big dynorphin on ASIC1a,10.1073/pnas.1919323117,2020-01-21,University of Copenhagen,['Proc Natl Acad Sci USA'],0
3860,Lipopolysaccharide Simulations are Sensitive to Phosphate Charge and Ion Parameterization,10.1021/acs.jctc.9b00868,2020-01-22,Illinois Institute of Technology,['J. Chem. Theory Comput.'],0
3870,Pioneer transcription factors in chromatin remodeling: the kinetic proofreading view,10.1103/PhysRevE.101.040401,2020-01-24,CNRS,['Phys. Rev. E'],0
3878,Hydropathy patterning complements charge patterning to describe conformational preferences of disordered proteins,10.1021/acs.jpclett.0c00288,2020-01-25,Lehigh University,['J. Phys. Chem. Lett.'],0
3880,Stoichiometric Analysis of Protein Complexes by Cell Fusion and Single Molecule Imaging,10.1016/j.bpj.2015.11.3413,2020-01-26,Cornell University,['Biophysical Journal'],0
3882,Global and local mechanical properties control endonuclease reactivity of a DNA origami nanostructure,10.1093/nar/gkaa080,2020-01-27,Temple University,[],0
3883,Non-spherical coacervate shapes in an enzyme driven active system,10.1021/acs.langmuir.9b02719,2020-01-27,Delft University of Technology,['Langmuir'],0
3899,Sperm chemotaxis is driven by the slope of the chemoattractant concentration field,10.7554/eLife.50532,2020-01-30,IBt/UNAM,[],0
3900,Visualization of myosin II filament dynamics in remodeling acto-myosin networks with interferometric scattering microscopy,10.1016/j.bpj.2020.02.025,2020-01-30,"University Warwick, National Centre for Biological Sciences",['Biophysical Journal'],0
3901,The kinesin-8 Kip3 depolymerizes microtubules with a collective force-dependent mechanism,10.1016/j.bpj.2020.02.030,2020-01-30,University of Tuebingen,['Biophysical Journal'],0
3902,Multiplexed 129Xe HyperCEST MRI detection of genetically-reconstituted bacterial protein nanoparticles in human cancer cells.,10.1155/2020/5425934,2020-01-30,"Center for Biosystems Dynamics Research, RIKEN.",['Contrast Media & Molecular Imaging'],0
3906,Influenza hemagglutinin drives viral entry via two sequential intramembrane mechanisms,10.1073/pnas.1914188117,2020-01-31,University of Virginia and Uppsala University,['Proc Natl Acad Sci USA'],1
3910,Quantifying protein-protein interactions by molecular counting with mass photometry,10.1002/ange.202001578,2020-01-31,University of Oxford,['Angew. Chem.'],0
